traumatic,psychologically painful
travail,use of physical or mental energy; hard work
travel,change location
traverse,journey across or pass over
tread,put down place or press the foot
treading water,a stroke that keeps the head above water by thrashing the legs and arms
treadmill,an exercise device consisting of an endless belt on which a person can walk or jog without changing place
treasury,a depository where wealth can be kept safely
treat,subject to a process with the aim of readying for a purpose
treated,subjected to a physical treatment or action or agent
treatise,a formal exposition
treatment,care provided to improve a situation
treatment,the management of someone or something
treaty,a written agreement between two states or sovereigns
tree,a tall perennial woody plant having a main trunk and branches forming a distinct elevated crown; includes both gymnosperms and angiosperms
trek,any long and difficult trip
tremendous,extraordinarily large in extent or amount or power
tremor,an involuntary vibration as if from illness or fear
trenchant,having keenness and forcefulness and penetration in thought
trend,a general tendency to change as of opinion
trepidation,a feeling of alarm or dread
trial,the act of testing something
triangle,a three-sided polygon
tribal,relating to or characteristic of a clan or social group
tribe,a social division of (usually preliterate) people
tribunal,an assembly to conduct judicial business
tribune,an ancient Roman official elected by the plebeians
tribute,something given or done as an expression of esteem
tried,tested and proved to be reliable
trigger,lever that activates the firing mechanism of a gun
trim,make a reduction in
trip up,cause to stumble
triple,having three units or components or elements
trite,repeated too often; overfamiliar through overuse
trivial,(informal) small and of little importance
troop,a group of soldiers
tropical,relating to part of the Earth’s surface with hot climate
tropics,the part of the Earth’s surface between the Tropic of Cancer and the Tropic of Capricorn; characterized by a hot climate
troth,a solemn pledge of fidelity
trounce,beat severely with a whip or rod
truce,a state of peace agreed to between opponents
truculence,obstreperous and defiant aggressiveness
truculent,defiantly aggressive
TRUE,consistent with fact or reality; not false
trump,get the better of
truncate,make shorter as if by cutting off
truth,a factual statement
try,make an effort or attempt
trying,hard to endure
tryptophan,an amino acid that occurs in proteins
tuberculosis,infection transmitted by inhalation or ingestion of bacilli
tumble,fall down as if collapsing
tumid,abnormally distended especially by fluids or gas
tumult,a state of commotion and noise and confusion
tumultuous,characterized by unrest or disorder or insubordination
tune,a succession of notes forming a distinctive sequence
turbid,clouded as with sediment
turbulence,instability in the atmosphere
